instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7791,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3
7792,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10
7793,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17
7794,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60
7795,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83
7796,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,57,84,141
7797,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230
7798,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0.0,137,172,309
7799,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0.0,177,148,325
7800,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299
7801,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314
7802,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275
7803,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184
7804,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185
7805,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146
7806,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141
7807,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92
7808,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65
7809,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0.0,18,51,69
7810,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,7,39,46
7811,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44
7812,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31
7813,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0.0,9,8,17
7814,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4
7815,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5
7816,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9
7817,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23
7818,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42
7819,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111
7820,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189
7821,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240
7822,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256
7823,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313
7824,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313
7825,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317
7826,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323
7827,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204
7828,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155
7829,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139
7830,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104
7831,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88
7832,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66
7833,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32
7834,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16
7835,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13
7836,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5
7837,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4
7838,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34
7839,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104
7840,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277
7841,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407
7842,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208
7843,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107
7844,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118
7845,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178
7846,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162
7847,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143
7848,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150
7849,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264
7850,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468
7851,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416
7852,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264
7853,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218
7854,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156
7855,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109
7856,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46
7857,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0.0,4,18,22
7858,4,0,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17
7859,4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5
7860,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0.0,0,2,2
7861,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6
7862,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22
7863,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89
7864,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342
7865,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449
7866,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202
7867,4,0,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36
7868,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11
7869,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18
7870,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22
7871,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36
7872,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65
7873,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151
7874,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354
7875,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358
7876,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250
7877,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184
7878,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125
7879,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95
7880,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53
7881,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24
7882,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8
7883,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5
7884,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1
7885,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5
7886,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22
7887,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103
7888,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285
7889,4,0,11,8,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478
7890,4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193
7891,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110
7892,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122
7893,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160
7894,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147
7895,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112
7896,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115
7897,4,0,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226
7898,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380
7899,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376
7900,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279
7901,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190
7902,4,0,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135
7903,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87
7904,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50
7905,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20
7906,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10
7907,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9
7908,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7
7909,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1
7910,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24
7911,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97
7912,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276
7913,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477
7914,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224
7915,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93
7916,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102
7917,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148
7918,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154
7919,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150
7920,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154
7921,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201
7922,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418
7923,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405
7924,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228
7925,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190
7926,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162
7927,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104
7928,4,0,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73
7929,4,0,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38
7930,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,15
7931,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10
7932,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,1
7933,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,3
7934,4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23
7935,4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87
7936,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205
7937,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445
7938,4,0,12,9,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,246
7939,4,0,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105
7940,4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160
7941,4,0,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204
7942,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207
7943,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170
7944,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199
7945,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276
7946,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411
7947,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372
7948,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265
7949,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,190
7950,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,9,102,111
7951,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,7,95,102
7952,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95
7953,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75
7954,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,9,62,71
7955,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,50
7956,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,9
7957,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8
7958,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,6
7959,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11
7960,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26
7961,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,63
7962,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,124
7963,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195
7964,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275
7965,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,358
7966,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292
7967,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0.0,92,251,343
7968,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0.0,100,237,337
7969,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0.0,75,230,305
7970,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,46,186,232
7971,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,224
7972,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175
7973,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127
7974,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,109
7975,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114
7976,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85
7977,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83
7978,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74
7979,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0.0,11,51,62
7980,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,41
7981,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0.0,2,9,11
7982,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0.0,2,2,4
7983,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,4
7984,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0.0,3,23,26
7985,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0.0,7,48,55
7986,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,126
7987,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216
7988,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254
7989,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329
7990,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357
7991,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323
7992,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,69,227,296
7993,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330
7994,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245
7995,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,171
7996,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0.0,15,158,173
7997,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124
7998,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72
7999,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64
8000,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45
8001,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24
8002,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0.0,2,10,12
8003,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,8
8004,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0.0,0,2,2
8005,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7
8006,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25
8007,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90
8008,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283
8009,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0.0,12,392,404
8010,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190
8011,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87
8012,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123
8013,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154
8014,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171
8015,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,133
8016,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148
8017,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248
8018,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,446
8019,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0.0,13,386,399
8020,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0.0,13,295,308
8021,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205
8022,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,176
8023,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106
8024,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62
8025,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3,25,28
8026,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2,14,16
8027,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3
8028,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3
8029,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,7
8030,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0,20,20
8031,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5,81,86
8032,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,7,227,234
8033,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,13,401,414
8034,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,204
8035,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,50
8036,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4,28,32
8037,4,0,12,12,0,2,1,3,0.46,0.4545,1.0,0.2239,5,50,55
8038,4,0,12,13,0,2,1,3,0.46,0.4545,1.0,0.194,6,65,71
8039,4,0,12,14,0,2,1,3,0.48,0.4697,1.0,0.2239,6,69,75
8040,4,0,12,15,0,2,1,3,0.5,0.4848,1.0,0.194,2,43,45
8041,4,0,12,16,0,2,1,3,0.46,0.4545,1.0,0.2537,4,84,88
8042,4,0,12,17,0,2,1,2,0.46,0.4545,1.0,0.2239,13,249,262
8043,4,0,12,18,0,2,1,2,0.46,0.4545,1.0,0.2836,17,287,304
8044,4,0,12,19,0,2,1,3,0.46,0.4545,1.0,0.2985,10,223,233
8045,4,0,12,20,0,2,1,3,0.46,0.4545,1.0,0.2985,3,107,110
8046,4,0,12,21,0,2,1,2,0.44,0.4394,1.0,0.194,6,108,114
8047,4,0,12,22,0,2,1,3,0.46,0.4545,1.0,0.1642,5,82,87
8048,4,0,12,23,0,2,1,3,0.46,0.4545,1.0,0.1642,5,48,53
8049,4,0,12,0,0,3,1,1,0.44,0.4394,1.0,0.194,3,30,33
8050,4,0,12,1,0,3,1,2,0.46,0.4545,1.0,0.2537,4,9,13
8051,4,0,12,2,0,3,1,3,0.46,0.4545,1.0,0.2239,2,4,6
8052,4,0,12,3,0,3,1,3,0.46,0.4545,1.0,0.2239,0,3,3
8053,4,0,12,4,0,3,1,3,0.46,0.4545,1.0,0.1642,0,1,1
8054,4,0,12,5,0,3,1,3,0.46,0.4545,1.0,0.1642,0,3,3
8055,4,0,12,6,0,3,1,3,0.48,0.4697,1.0,0.4179,0,18,18
8056,4,0,12,7,0,3,1,3,0.44,0.4394,1.0,0.1045,3,43,46
8057,4,0,12,8,0,3,1,3,0.44,0.4394,1.0,0.0,6,80,86
8058,4,0,12,9,0,3,1,3,0.44,0.4394,1.0,0.2537,0,64,64
8059,4,0,12,10,0,3,1,3,0.44,0.4394,1.0,0.0896,1,32,33
8060,4,0,12,11,0,3,1,3,0.44,0.4394,1.0,0.0896,3,47,50
8061,4,0,12,12,0,3,1,3,0.44,0.4394,1.0,0.1343,4,29,33
8062,4,0,12,13,0,3,1,3,0.44,0.4394,1.0,0.194,5,28,33
8063,4,0,12,14,0,3,1,3,0.44,0.4394,1.0,0.194,1,24,25
8064,4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,5,25,30
8065,4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,3,28,31
8066,4,0,12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4,48,52
8067,4,0,12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,3,48,51
8068,4,0,12,19,0,3,1,3,0.34,0.2879,0.87,0.6418,2,31,33
8069,4,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.6418,1,25,26
8070,4,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,0,6,6
8071,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0,13,13
8072,4,0,12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,0,16,16
8073,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,21
8074,4,0,12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,1,6,7
8075,4,0,12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0,4,4
8076,4,0,12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,0,1,1
8077,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,0,2,2
8078,4,0,12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0,12,12
8079,4,0,12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,0,71,71
8080,4,0,12,7,0,4,1,1,0.22,0.2121,0.6,0.2239,11,233,244
8081,4,0,12,8,0,4,1,1,0.22,0.2121,0.55,0.2836,11,418,429
8082,4,0,12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7,218,225
8083,4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1,109,110
8084,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6,100,106
8085,4,0,12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8,148,156
8086,4,0,12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9,115,124
8087,4,0,12,14,0,4,1,1,0.32,0.303,0.45,0.2537,16,121,137
8088,4,0,12,15,0,4,1,1,0.32,0.3333,0.45,0.1343,19,98,117
8089,4,0,12,16,0,4,1,1,0.32,0.3182,0.45,0.194,7,201,208
8090,4,0,12,17,0,4,1,1,0.3,0.3182,0.49,0.1045,10,321,331
8091,4,0,12,18,0,4,1,1,0.28,0.2727,0.52,0.2239,12,306,318
8092,4,0,12,19,0,4,1,1,0.26,0.2727,0.56,0.1045,12,220,232
8093,4,0,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,5,170,175
8094,4,0,12,21,0,4,1,1,0.28,0.303,0.61,0.0896,4,135,139
8095,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,8,84,92
8096,4,0,12,23,0,4,1,1,0.24,0.2576,0.7,0.1045,3,58,61
8097,4,0,12,0,0,5,1,1,0.24,0.2879,0.65,0.0,8,26,34
8098,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0.0,2,12,14
8099,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0.0,2,10,12
8100,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,1,5,6
8101,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,1,1,2
8102,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0.0,0,20,20
8103,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,1,62,63
8104,4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,4,195,199
8105,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0.0,7,378,385
8106,4,0,12,9,0,5,1,1,0.26,0.2879,0.81,0.0896,8,256,264
8107,4,0,12,10,0,5,1,2,0.3,0.303,0.7,0.1642,11,115,126
8108,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,15,121,136
8109,4,0,12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,27,146,173
8110,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194,27,141,168
8111,4,0,12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,24,163,187
8112,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,189
8113,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,24,226,250
8114,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,10,352,362
8115,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0.0,10,308,318
8116,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0.0,10,189,199
