season,yr,mnth,hr,weekday,workingday,weathersit,temp,hum,windspeed,cnt
1,1,1,7,1,1,1,0.22,0.44,0.2836,225
3,0,8,17,5,1,1,0.74,0.74,0.2537,489
4,1,9,4,5,1,3,0.56,0.88,0.1045,12
3,0,8,5,1,1,2,0.6,0.88,0.194,17
4,1,12,1,3,1,1,0.3,0.65,0.0896,15
3,0,6,11,0,0,1,0.72,0.45,0.1343,346
3,1,7,1,0,0,2,0.6,0.88,0.1642,130
4,1,11,13,1,1,1,0.44,0.54,0.2537,251
3,0,9,6,2,1,1,0.56,0.88,0.1045,122
4,0,10,9,4,1,1,0.44,0.67,0.5821,223
4,0,10,14,3,1,3,0.54,0.94,0.2836,78
1,0,2,14,4,1,2,0.4,0.5,0.2985,69
4,1,10,12,1,0,2,0.42,0.63,0.1642,341
4,1,11,19,4,0,1,0.36,0.76,0.0,44
2,0,4,16,5,1,2,0.32,0.93,0.2537,60
3,1,8,22,2,1,1,0.7,0.54,0.0,216
1,1,3,6,0,0,1,0.24,0.7,0.1642,10
2,1,4,17,3,1,1,0.66,0.41,0.2985,744
3,1,9,8,5,1,1,0.66,0.83,0.1045,719
2,1,5,9,6,0,1,0.56,0.43,0.1642,292
3,1,8,9,0,0,1,0.7,0.48,0.2239,217
4,1,10,22,0,0,1,0.38,0.87,0.1343,79
1,0,2,2,6,0,1,0.14,0.8,0.0,15
3,1,8,1,1,1,1,0.62,0.88,0.0896,7
2,0,5,16,0,0,1,0.6,0.46,0.1045,385
3,1,9,22,3,1,1,0.72,0.79,0.0,219
2,0,6,19,3,1,1,0.7,0.37,0.2836,416
4,1,12,9,2,1,1,0.4,0.87,0.0896,326
3,1,8,8,4,1,2,0.66,0.74,0.0896,707
4,0,10,15,2,1,2,0.6,0.78,0.1642,175
4,1,11,12,0,0,1,0.5,0.48,0.0896,585
4,0,10,18,6,0,3,0.22,0.93,0.3284,43
3,0,9,0,4,1,1,0.64,0.69,0.1343,37
2,0,3,10,2,1,2,0.44,0.54,0.2985,124
1,0,3,15,4,1,3,0.44,0.0,0.2239,14
2,0,6,23,1,1,1,0.64,0.69,0.0896,60
4,1,11,20,2,1,1,0.3,0.61,0.2239,228
3,0,7,16,2,1,1,0.9,0.42,0.2985,277
2,0,5,6,1,1,2,0.54,1.0,0.0,96
3,0,8,6,2,1,1,0.72,0.64,0.0,101
3,0,7,2,0,0,1,0.68,0.69,0.0896,96
3,0,7,19,5,1,2,0.86,0.41,0.1045,250
4,0,10,13,4,1,1,0.56,0.46,0.0896,191
2,1,6,1,4,1,1,0.52,0.77,0.1642,22
3,0,7,3,3,1,1,0.7,0.84,0.1045,6
1,0,2,18,1,1,2,0.34,0.66,0.1343,175
4,1,10,11,5,1,1,0.54,0.37,0.3582,313
1,0,2,9,1,1,1,0.22,0.8,0.0,118
1,1,1,0,4,1,2,0.22,0.47,0.194,14
4,0,11,11,2,1,2,0.56,0.64,0.194,134
4,0,11,22,4,0,1,0.36,0.71,0.1642,22
3,0,7,11,5,1,1,0.7,0.54,0.1343,210
3,0,9,12,6,0,1,0.7,0.61,0.2239,257
4,1,12,16,0,0,3,0.36,0.93,0.1642,253
1,0,1,10,5,1,3,0.18,0.86,0.1045,49
4,0,11,16,3,1,1,0.48,0.51,0.1045,266
2,0,4,5,1,1,1,0.46,0.94,0.194,13
1,1,3,18,4,1,2,0.62,0.38,0.5522,590
2,0,3,11,1,1,2,0.26,0.3,0.2836,57
1,0,12,7,3,1,2,0.36,0.87,0.1045,229
1,1,1,9,1,0,1,0.24,0.35,0.0,68
3,0,9,3,4,1,1,0.58,0.78,0.0896,14
2,0,5,13,1,1,2,0.62,0.69,0.194,170
3,0,7,13,3,1,3,0.82,0.46,0.1343,158
3,0,8,6,1,1,1,0.6,0.88,0.2537,90
3,0,7,11,6,0,1,0.78,0.46,0.2985,290
3,1,9,23,6,0,1,0.66,0.89,0.0896,145
2,0,6,3,5,1,1,0.68,0.69,0.1642,6
1,1,3,6,3,1,1,0.28,0.61,0.3881,108
4,0,12,1,1,1,1,0.32,0.87,0.0,12
4,1,9,6,4,1,1,0.56,0.88,0.0896,169
2,1,6,5,1,1,3,0.52,0.83,0.1343,23
1,1,1,5,4,1,1,0.12,0.55,0.2537,19
1,0,1,23,0,0,1,0.06,0.41,0.2239,21
4,1,10,9,6,0,1,0.5,0.59,0.1343,363
1,1,1,17,6,0,2,0.2,0.8,0.3881,106
1,0,12,18,5,1,1,0.36,0.5,0.2537,95
3,1,9,13,6,0,1,0.82,0.52,0.5224,668
2,1,4,20,1,1,2,0.32,0.76,0.1642,203
1,0,1,8,4,1,1,0.16,0.59,0.0,219
3,0,7,20,2,1,1,0.76,0.66,0.1045,284
1,1,2,23,4,1,1,0.44,0.54,0.0,85
2,0,4,19,0,0,1,0.5,0.77,0.194,131
4,1,9,16,6,0,1,0.62,0.41,0.2537,722
3,1,8,6,2,1,2,0.7,0.79,0.194,179
3,0,9,23,0,0,2,0.72,0.7,0.1642,104
1,1,1,3,2,1,2,0.32,0.93,0.1343,3
1,1,1,11,6,0,1,0.3,0.56,0.1343,296
3,1,8,5,0,0,1,0.72,0.74,0.2537,19
1,1,1,21,2,1,1,0.32,0.66,0.0896,116
2,0,5,5,4,1,1,0.42,0.94,0.1343,29
2,0,6,12,4,1,1,0.76,0.25,0.4627,232
1,0,1,1,1,1,1,0.2,0.44,0.4179,2
1,0,1,23,6,0,1,0.04,0.57,0.1045,33
2,0,5,15,2,1,1,0.62,0.69,0.4478,210
1,1,3,13,0,0,1,0.42,0.41,0.2985,464
1,0,1,20,1,1,1,0.16,0.5,0.1642,74
2,1,4,13,5,1,1,0.44,0.33,0.3284,411
2,0,5,14,1,1,1,0.64,0.69,0.2239,181
1,1,1,8,5,1,1,0.24,0.7,0.1343,447
3,1,8,18,1,1,2,0.62,0.78,0.2537,815
2,0,5,5,2,1,1,0.4,0.66,0.2239,29
3,0,7,7,0,0,2,0.64,0.89,0.194,25
1,0,2,12,4,1,1,0.48,0.41,0.2239,101
2,1,5,16,2,1,1,0.68,0.65,0.1642,374
1,1,2,20,2,1,1,0.34,0.53,0.2537,227
4,0,11,12,0,0,2,0.5,0.63,0.1343,304
4,0,11,1,3,1,1,0.3,0.87,0.0,10
2,0,5,14,6,0,3,0.6,0.35,0.1642,378
1,1,2,1,1,1,1,0.22,0.75,0.0896,6
3,1,8,23,5,1,1,0.74,0.79,0.1343,196
1,0,12,17,6,0,1,0.42,0.54,0.194,129
3,0,7,15,5,1,2,0.8,0.63,0.3582,141
4,1,11,12,3,1,1,0.34,0.46,0.0,240
3,0,6,7,1,1,2,0.64,0.73,0.2239,261
4,1,10,17,4,1,1,0.6,0.69,0.1642,886
3,1,8,19,2,1,3,0.62,0.73,0.1045,476
4,0,10,5,3,1,3,0.5,1.0,0.1045,3
3,1,8,14,0,0,1,0.9,0.42,0.4627,526
3,0,8,16,0,0,1,0.74,0.66,0.1642,292
2,1,4,22,0,0,1,0.5,0.36,0.2239,118
1,1,3,15,1,1,1,0.56,0.4,0.1343,233
4,1,11,16,5,1,1,0.42,0.35,0.2836,383
3,1,7,2,6,0,1,0.72,0.7,0.0,90
3,1,7,1,6,0,2,0.7,0.51,0.1045,118
2,1,4,1,1,0,1,0.62,0.61,0.3582,28
2,1,3,22,4,1,1,0.42,0.44,0.2836,152
1,0,2,1,2,1,1,0.3,0.42,0.7761,5
2,1,6,6,3,1,1,0.6,0.83,0.2239,194
1,0,12,14,2,1,3,0.42,0.82,0.3881,14
4,0,11,6,4,0,1,0.3,0.61,0.0896,6
2,0,3,3,6,0,1,0.2,0.47,0.194,9
4,1,11,19,2,1,1,0.3,0.56,0.2239,371
1,0,1,2,0,0,1,0.26,0.56,0.0896,16
2,1,3,10,4,1,2,0.5,1.0,0.0896,142
1,0,1,14,1,1,2,0.2,0.4,0.2239,47
3,0,9,20,2,1,1,0.66,0.74,0.194,272
4,1,12,10,0,0,2,0.4,0.87,0.2836,219
4,1,11,21,4,1,1,0.36,0.37,0.3881,233
4,1,11,2,5,1,1,0.32,0.53,0.2537,12
4,1,11,22,4,1,1,0.26,0.7,0.0896,151
2,0,4,2,2,1,1,0.46,0.67,0.2836,13
3,1,9,8,1,1,1,0.56,0.6,0.2836,730
1,0,1,17,2,1,1,0.3,0.45,0.0,222
2,1,6,5,5,1,1,0.54,0.88,0.1045,33
4,1,12,20,6,0,1,0.32,0.81,0.0,198
2,1,4,20,2,1,1,0.6,0.23,0.2836,402
2,0,5,23,3,1,1,0.64,0.73,0.1343,86
2,0,6,19,5,1,3,0.64,0.83,0.2537,328
4,0,12,7,6,0,1,0.22,0.75,0.0896,26
2,0,4,17,3,1,3,0.66,0.83,0.3881,521
2,0,5,4,0,0,1,0.4,0.76,0.1045,17
2,0,5,12,6,0,1,0.72,0.58,0.2537,358
2,1,4,18,0,0,3,0.36,0.93,0.4478,39
2,0,6,5,3,1,2,0.66,0.89,0.0896,21
1,1,12,1,0,0,1,0.22,0.47,0.194,20
1,1,12,12,2,0,1,0.32,0.76,0.0896,114
3,1,8,23,4,1,1,0.7,0.74,0.1045,152
4,0,11,4,2,1,1,0.56,0.64,0.2985,7
1,0,2,16,0,0,1,0.34,0.49,0.1045,157
4,1,10,3,4,1,2,0.52,0.88,0.1343,8
4,0,12,14,5,1,2,0.34,0.42,0.2239,128
4,0,12,9,5,1,1,0.36,0.46,0.3881,243
2,1,5,13,0,0,1,0.76,0.58,0.194,498
4,1,12,13,4,1,1,0.3,0.39,0.0,245
1,1,1,20,1,0,1,0.26,0.6,0.2836,90
4,0,11,4,0,0,2,0.4,0.71,0.2836,12
2,1,6,20,5,1,1,0.68,0.44,0.194,385
2,0,5,23,1,1,2,0.56,0.83,0.194,64
4,0,11,5,4,1,2,0.36,1.0,0.1343,23
2,1,4,15,4,1,1,0.48,0.31,0.2537,211
4,1,11,17,4,1,1,0.34,0.39,0.194,561
4,0,12,0,4,1,1,0.32,0.7,0.1642,50
2,1,5,3,5,1,1,0.56,0.88,0.2239,14
4,1,11,20,4,1,1,0.38,0.29,0.4627,245
4,0,11,7,5,1,1,0.26,0.81,0.0,35
3,1,8,1,2,1,1,0.7,0.84,0.1343,18
3,0,6,13,5,1,1,0.8,0.36,0.2239,221
2,0,4,23,2,1,2,0.6,0.83,0.2239,78
1,0,2,14,2,1,1,0.22,0.55,0.194,58
1,1,1,19,5,1,1,0.36,0.5,0.3881,251
3,0,7,19,1,1,1,0.74,0.7,0.0896,386
3,0,8,0,3,1,1,0.74,0.51,0.2239,37
2,0,6,4,1,1,3,0.62,0.88,0.1642,3
4,0,12,12,3,1,3,0.44,1.0,0.1343,33
3,0,8,23,1,1,1,0.6,0.6,0.0896,75
3,1,8,17,5,1,1,0.82,0.36,0.3284,791
2,1,5,0,3,1,3,0.64,0.89,0.1045,36
2,1,5,14,0,0,1,0.72,0.39,0.3881,543
2,1,5,3,2,1,3,0.58,0.83,0.1343,6
3,1,7,12,1,1,1,0.84,0.32,0.194,257
2,0,6,14,3,1,1,0.74,0.28,0.0,178
3,1,8,6,1,1,2,0.7,0.79,0.2239,141
3,1,6,1,4,1,1,0.66,0.54,0.0,25
4,1,10,12,4,1,2,0.72,0.54,0.194,288
3,0,7,12,5,1,1,0.96,0.31,0.2836,135
2,1,4,8,4,1,1,0.32,0.66,0.3284,624
4,1,12,8,1,1,1,0.36,0.93,0.0,731
4,0,11,9,4,0,1,0.34,0.61,0.0,81
3,0,8,1,4,1,1,0.7,0.45,0.1343,26
2,0,6,7,6,0,1,0.64,0.78,0.1343,57
2,0,4,1,2,1,3,0.62,0.57,0.4179,15
2,0,5,4,4,1,1,0.34,0.66,0.2537,7
3,1,9,9,3,1,1,0.6,0.64,0.1343,328
2,1,6,13,3,1,1,0.86,0.44,0.1045,211
3,1,8,7,3,1,1,0.64,0.65,0.0896,554
4,1,11,16,4,1,1,0.36,0.4,0.2239,370
3,0,8,13,1,1,2,0.7,0.39,0.0,218
1,0,1,11,6,0,2,0.2,0.69,0.3881,62
1,0,1,22,6,0,1,0.16,0.8,0.0896,32
1,1,2,13,3,1,1,0.4,0.43,0.2836,170
2,1,4,6,1,1,1,0.42,0.26,0.2239,111
4,1,11,2,3,1,2,0.28,0.56,0.2985,74
1,1,2,22,5,1,1,0.36,0.4,0.2239,107
3,0,8,23,3,1,2,0.68,0.89,0.0896,56
4,1,12,0,0,0,2,0.36,0.62,0.0,110
3,1,7,13,5,1,2,0.8,0.38,0.1343,374
4,0,11,10,5,0,1,0.32,0.42,0.5522,200
2,1,5,4,4,1,1,0.46,0.77,0.194,2
2,1,5,8,6,0,1,0.52,0.52,0.1642,195
1,1,1,12,4,1,2,0.34,0.81,0.1045,144
4,1,11,3,3,1,2,0.26,0.7,0.2239,3
3,1,7,5,0,0,1,0.68,0.89,0.1343,9
1,1,1,23,1,0,3,0.26,0.7,0.2985,28
2,0,4,12,1,1,2,0.56,0.49,0.0896,184
1,1,1,8,0,0,1,0.18,0.4,0.1343,70
2,1,4,22,5,1,1,0.54,0.68,0.2537,202
4,0,12,17,4,1,2,0.52,0.59,0.2836,324
3,1,6,21,6,0,1,0.82,0.52,0.1642,213
2,1,6,5,2,1,3,0.6,0.88,0.1343,29
2,0,3,5,3,1,2,0.3,0.56,0.194,7
2,0,3,19,3,1,3,0.38,0.82,0.2537,159
1,0,1,6,0,0,2,0.26,0.56,0.1642,1
3,0,8,6,2,1,1,0.62,0.73,0.3284,119
2,1,5,3,3,1,1,0.56,0.83,0.0896,6
1,0,2,7,1,0,2,0.42,0.26,0.2836,19
3,1,9,20,6,0,1,0.7,0.54,0.2537,325
4,1,11,8,3,1,1,0.28,0.56,0.2985,691
2,0,5,9,4,1,1,0.72,0.7,0.1642,216
3,1,8,10,4,1,1,0.8,0.55,0.0,181
2,0,5,5,0,0,3,0.52,1.0,0.1045,14
3,1,6,12,2,1,1,0.66,0.34,0.4478,308
3,1,8,8,0,0,1,0.68,0.79,0.2836,133
1,1,1,21,2,1,1,0.46,0.33,0.2985,165
3,1,7,18,4,1,2,0.9,0.39,0.3284,607
3,0,7,8,2,1,1,0.72,0.62,0.1343,432
2,1,5,13,3,1,1,0.7,0.51,0.0,289
1,1,3,1,6,0,3,0.36,0.93,0.0,44
2,0,6,9,5,1,1,0.58,0.4,0.1642,230
3,1,8,11,2,1,1,0.74,0.62,0.0,196
1,0,1,0,6,0,1,0.18,0.55,0.0,28
4,0,11,10,3,1,1,0.34,0.66,0.2239,110
3,0,8,9,1,1,1,0.76,0.55,0.3881,183
3,0,8,19,0,0,1,0.72,0.48,0.1045,387
4,0,10,13,4,1,2,0.64,0.83,0.1642,162
3,1,7,11,5,1,3,0.72,0.74,0.194,212
2,0,5,15,3,1,1,0.6,0.78,0.2537,167
4,1,10,10,4,1,2,0.66,0.83,0.1343,177
3,0,7,22,4,1,1,0.82,0.71,0.1642,149
1,1,1,20,2,1,1,0.34,0.53,0.1045,200
2,0,4,1,4,1,1,0.38,0.76,0.2239,10
3,1,6,17,0,0,1,0.84,0.32,0.2537,532
4,0,12,21,1,1,2,0.44,0.88,0.0896,176
2,1,5,21,6,0,2,0.72,0.62,0.194,251
4,0,10,0,1,0,1,0.5,0.94,0.0,53
4,1,10,2,3,1,1,0.54,0.68,0.0,6
4,0,12,9,1,1,2,0.18,0.74,0.0896,220
3,1,9,11,4,1,1,0.62,0.43,0.0,243
3,0,7,3,5,1,1,0.68,0.79,0.1045,6
1,0,2,15,5,1,1,0.66,0.36,0.3284,172
2,1,4,11,3,1,2,0.6,0.43,0.3582,213
1,0,12,12,5,1,1,0.32,0.57,0.1343,197
4,0,12,13,3,1,3,0.44,1.0,0.194,33
2,0,5,8,5,1,1,0.54,0.68,0.0,517
2,0,6,3,4,1,1,0.66,0.44,0.1045,4
1,0,2,22,2,1,2,0.22,0.87,0.0896,36
1,0,1,4,4,1,2,0.16,0.64,0.0896,1
3,0,7,12,5,1,1,0.7,0.48,0.194,238
2,0,3,23,3,1,3,0.24,0.93,0.2836,12
4,0,11,18,4,1,2,0.36,0.81,0.1642,273
3,0,9,0,0,0,1,0.46,0.77,0.2239,112
1,1,2,1,4,1,2,0.3,0.7,0.0,5
4,1,11,10,3,1,2,0.28,0.56,0.2985,178
3,0,8,9,0,0,3,0.66,0.89,0.2836,103
3,1,9,2,5,1,1,0.56,0.73,0.0,30
4,0,10,20,5,1,1,0.54,0.49,0.0,197
4,1,11,17,6,0,1,0.26,0.41,0.3881,126
3,0,8,9,1,1,1,0.82,0.41,0.0,166
4,0,10,9,2,1,1,0.46,0.67,0.2537,187
3,0,7,23,5,1,1,0.68,0.47,0.0896,140
3,0,9,14,4,1,3,0.72,0.54,0.2537,198
4,1,10,6,2,1,1,0.42,0.67,0.1642,172
3,0,8,20,6,0,1,0.74,0.62,0.2239,248
3,0,9,19,0,0,1,0.74,0.7,0.194,328
2,1,4,3,2,1,1,0.38,0.46,0.0,3
1,0,1,19,2,1,1,0.24,0.48,0.1045,112
4,0,11,13,6,0,1,0.42,0.3,0.2836,363
3,0,6,9,1,1,2,0.72,0.54,0.0,187
2,0,5,20,3,1,1,0.7,0.61,0.1642,340
1,0,1,19,2,1,2,0.22,0.8,0.1343,99
3,0,7,13,4,1,1,0.86,0.47,0.2537,152
1,1,1,3,2,1,1,0.3,0.45,0.2239,2
3,1,7,23,0,0,3,0.78,0.52,0.1642,110
4,0,9,8,3,1,3,0.62,0.94,0.2239,287
2,0,4,6,5,1,2,0.34,0.87,0.0,35
2,1,4,8,3,1,1,0.3,0.49,0.2239,595
3,1,7,10,0,0,1,0.9,0.45,0.0,319
2,1,5,19,4,1,1,0.7,0.61,0.2985,492
4,0,9,12,0,0,2,0.66,0.78,0.0,413
1,1,1,1,3,1,1,0.3,0.7,0.2239,13
3,0,8,19,1,1,1,0.7,0.3,0.2836,416
2,0,4,10,6,0,3,0.42,0.94,0.3881,22
3,0,7,7,2,1,2,0.74,0.7,0.1642,315
2,1,6,5,6,0,1,0.6,0.56,0.1045,19
1,1,2,12,6,0,2,0.3,0.7,0.0896,300
2,1,4,16,4,1,1,0.62,0.41,0.1045,387
4,0,10,6,2,1,1,0.46,0.82,0.0896,109
3,1,7,17,5,1,1,0.86,0.41,0.2836,699
4,0,10,20,0,0,1,0.56,0.73,0.1045,193
1,0,3,16,5,1,1,0.36,0.46,0.194,118
3,0,8,9,2,1,1,0.78,0.46,0.2985,213
3,0,8,23,5,1,1,0.68,0.51,0.0,151
2,1,4,1,1,1,3,0.34,0.87,0.3582,2
1,0,3,23,1,1,1,0.28,0.48,0.0,22
4,1,10,15,3,1,1,0.42,0.54,0.1642,230
1,0,1,14,1,1,2,0.18,0.55,0.1343,86
4,0,10,15,1,0,2,0.72,0.42,0.1045,384
3,0,9,7,2,1,2,0.54,0.83,0.3582,172
4,0,11,9,2,1,1,0.4,0.66,0.1642,222
1,1,3,19,4,1,2,0.64,0.5,0.194,425
3,0,8,11,3,1,2,0.74,0.58,0.1045,122
2,0,3,20,2,1,2,0.44,0.54,0.3582,135
4,0,10,8,2,1,1,0.44,0.77,0.2239,400
1,0,2,8,4,1,1,0.32,0.57,0.0896,285
1,1,2,11,5,1,2,0.36,0.81,0.1045,163
4,0,10,6,6,0,1,0.4,0.71,0.0,20
4,1,10,12,2,1,2,0.48,0.69,0.194,260
2,0,5,6,4,1,2,0.6,1.0,0.0896,98
1,0,2,13,5,1,1,0.6,0.43,0.194,176
4,1,11,22,2,1,1,0.24,0.81,0.1642,97
3,1,8,18,6,0,2,0.66,0.69,0.4627,383
1,0,1,11,3,1,2,0.28,0.87,0.0896,52
2,1,5,0,0,0,2,0.56,0.83,0.1343,134
3,0,9,22,0,0,2,0.72,0.74,0.2836,155
2,1,4,1,5,1,1,0.36,0.62,0.1343,38
3,1,9,12,3,1,1,0.68,0.36,0.1343,352
2,1,4,17,5,1,1,0.64,0.47,0.2836,819
1,1,12,14,1,1,3,0.24,0.87,0.1045,46
1,0,12,16,3,1,3,0.44,1.0,0.3284,101
4,1,11,14,5,1,1,0.46,0.38,0.194,274
4,1,11,11,3,1,1,0.32,0.45,0.1642,146
3,0,7,19,3,1,1,0.8,0.29,0.0896,375
1,1,1,4,3,1,1,0.02,0.41,0.194,2
1,1,1,16,6,0,1,0.24,0.38,0.2239,206
1,0,2,11,3,1,2,0.24,0.93,0.194,52
3,0,8,14,1,1,1,0.82,0.43,0.2985,150
2,0,3,7,3,1,2,0.32,0.93,0.2239,118
4,1,12,1,2,1,1,0.42,0.82,0.1045,25
1,0,3,22,2,1,2,0.32,0.87,0.1642,21
1,0,12,19,0,0,1,0.32,0.57,0.1343,16
4,1,11,8,4,1,1,0.2,0.69,0.1045,679
2,0,3,21,1,1,1,0.32,0.21,0.1343,61
2,1,5,7,0,0,1,0.52,0.68,0.194,90
2,1,5,17,1,0,1,0.82,0.56,0.2985,405
3,1,8,3,1,1,1,0.64,0.69,0.0,6
1,1,3,12,0,0,2,0.44,0.88,0.1343,503
3,0,9,11,6,0,2,0.52,0.68,0.2239,367
2,0,5,1,0,0,1,0.62,0.88,0.1642,66
4,0,10,5,4,1,1,0.42,0.62,0.194,24
4,1,11,22,2,1,1,0.36,0.71,0.0,122
3,1,8,14,3,1,2,0.8,0.52,0.2537,236
1,1,1,6,6,0,1,0.24,0.7,0.0,15
2,1,4,14,0,0,2,0.48,0.55,0.2239,561
3,1,9,15,1,0,1,0.74,0.7,0.2239,449
1,1,1,18,5,1,1,0.26,0.38,0.2985,301
3,0,8,18,0,0,1,0.72,0.79,0.2537,311
2,1,3,22,0,0,1,0.46,0.82,0.1343,111
4,1,10,21,3,1,1,0.5,0.51,0.3582,269
1,0,12,17,5,1,1,0.36,0.53,0.2239,140
3,1,8,14,5,1,1,0.76,0.58,0.3582,307
1,1,1,14,3,1,1,0.34,0.49,0.0896,160
3,1,9,17,4,1,1,0.72,0.42,0.194,884
2,1,5,3,0,0,2,0.54,0.64,0.1343,28
2,0,6,23,6,0,2,0.64,0.57,0.0,150
3,1,9,4,0,0,1,0.52,0.77,0.2537,28
4,1,11,9,1,1,1,0.28,0.56,0.0896,286
1,1,1,3,2,1,1,0.16,0.55,0.2836,2
4,1,10,18,2,1,3,0.62,0.94,0.0896,687
1,0,2,19,1,1,2,0.32,0.7,0.0,128
2,0,4,13,5,1,3,0.36,0.76,0.2836,42
3,0,8,22,5,1,1,0.72,0.79,0.1045,152
4,1,10,4,6,0,1,0.54,0.83,0.2537,11
4,1,11,0,0,0,1,0.22,0.47,0.2537,34
3,1,7,13,4,1,1,0.92,0.33,0.2239,310
4,0,12,22,5,1,1,0.28,0.87,0.0,129
3,0,8,21,6,0,2,0.68,0.83,0.3881,167
3,0,6,18,3,1,2,0.8,0.59,0.2537,513
1,1,2,21,2,1,1,0.34,0.46,0.1045,188
4,1,9,12,4,1,2,0.74,0.48,0.1343,335
3,0,6,18,4,1,1,0.72,0.7,0.4179,540
1,0,2,5,1,1,1,0.32,0.53,0.2836,3
3,0,7,10,1,0,2,0.76,0.55,0.0896,280
1,1,1,6,2,1,1,0.28,0.52,0.1642,104
1,0,1,4,2,1,1,0.14,0.74,0.1045,1
3,1,9,18,1,1,2,0.62,0.73,0.1642,774
3,0,7,2,3,1,1,0.7,0.79,0.0896,5
2,0,5,15,1,0,1,0.88,0.39,0.2537,311
1,1,2,14,0,0,1,0.34,0.31,0.0,331
1,1,2,23,6,0,3,0.12,0.5,0.4925,20
4,1,10,5,4,1,2,0.52,0.88,0.1642,55
1,0,3,22,4,1,1,0.2,0.4,0.0,53
4,1,10,12,2,1,2,0.52,0.45,0.3284,325
2,1,5,8,4,1,1,0.62,0.57,0.2537,693
2,1,5,20,6,0,1,0.62,0.46,0.1642,287
1,0,2,6,2,1,3,0.14,0.93,0.0,22
3,0,8,17,1,1,1,0.76,0.45,0.2985,514
2,0,5,9,6,0,1,0.64,0.73,0.2537,177
1,1,1,4,1,1,2,0.2,0.8,0.0,1
3,0,6,21,1,1,1,0.7,0.65,0.0,242
3,0,6,20,3,1,1,0.74,0.37,0.2985,333
4,0,12,19,5,1,2,0.32,0.45,0.2239,214
4,1,11,6,3,1,1,0.24,0.65,0.194,146
3,1,7,4,1,1,1,0.68,0.79,0.1045,12
1,0,1,8,3,1,1,0.16,0.59,0.1642,128
4,1,12,1,5,1,2,0.24,0.7,0.194,28
3,0,8,23,0,0,1,0.7,0.74,0.1642,68
4,1,12,15,0,0,1,0.44,0.67,0.1343,417
3,0,6,6,2,1,2,0.6,0.88,0.1343,115
2,0,6,0,0,0,1,0.64,0.57,0.0896,113
2,1,4,23,5,1,1,0.52,0.72,0.1343,187
1,0,1,14,4,1,2,0.3,0.45,0.1343,81
4,0,10,22,4,1,1,0.62,0.83,0.194,114
3,0,8,21,5,1,1,0.7,0.65,0.194,173
2,0,6,1,4,1,1,0.72,0.38,0.1045,15
4,0,11,9,1,1,2,0.34,1.0,0.1343,174
2,0,5,5,3,1,1,0.56,0.88,0.0896,25
4,1,11,6,4,1,2,0.3,0.65,0.2537,147
2,0,4,4,3,1,1,0.4,1.0,0.1045,9
4,1,11,18,5,1,1,0.42,0.44,0.1045,496
1,1,3,4,3,1,1,0.28,0.61,0.3284,3
1,0,2,11,1,0,2,0.32,0.57,0.1045,90
3,0,6,14,0,0,1,0.74,0.4,0.1343,443
4,0,11,12,3,1,2,0.36,0.53,0.2836,160
4,0,12,12,5,1,2,0.34,0.42,0.3582,173
2,0,5,3,1,1,1,0.5,0.94,0.1642,4
1,0,2,3,3,1,1,0.06,0.45,0.1343,2
4,0,10,17,4,1,3,0.62,0.83,0.2537,479
3,1,7,5,0,0,1,0.68,0.79,0.1045,10
4,0,11,3,4,1,2,0.42,0.77,0.3284,3
4,1,12,11,0,0,2,0.36,0.87,0.1343,295
1,0,3,11,0,0,2,0.42,1.0,0.2239,62
4,0,12,10,0,0,1,0.24,0.44,0.0,194
3,1,7,5,0,0,1,0.6,0.88,0.0,6
4,0,10,23,2,1,1,0.48,0.77,0.1343,66
1,0,1,21,4,1,2,0.24,0.6,0.2537,57
3,0,6,7,0,0,1,0.62,0.61,0.0,51
2,0,5,13,3,1,1,0.62,0.5,0.0,193
3,0,6,20,0,0,2,0.7,0.48,0.1045,213
1,1,3,10,2,1,1,0.52,0.77,0.2239,143
1,1,3,22,1,1,1,0.24,0.35,0.3284,78
2,1,6,12,5,1,1,0.7,0.45,0.1642,403
1,0,1,10,3,1,3,0.22,0.93,0.2836,28
4,0,10,9,4,1,1,0.46,0.63,0.194,208
4,0,11,18,6,0,1,0.42,0.58,0.194,203
3,1,7,17,3,1,1,0.8,0.31,0.0,913
2,1,4,9,3,1,2,0.48,0.55,0.1343,363
3,1,9,4,2,1,2,0.66,0.89,0.0,8
3,0,6,3,1,1,3,0.62,0.78,0.1343,2
4,0,9,3,2,1,2,0.62,0.94,0.0,10
2,1,3,6,5,1,2,0.5,0.88,0.0,116
3,1,8,12,2,1,1,0.78,0.49,0.1343,300
1,0,1,18,2,1,2,0.22,0.8,0.1642,133
3,0,7,10,5,1,2,0.74,0.7,0.3582,138
2,0,5,7,4,1,1,0.46,0.88,0.1343,297
4,0,10,19,3,1,1,0.5,0.82,0.0,331
1,0,1,3,6,0,3,0.18,0.55,0.1642,7
2,1,6,22,1,1,1,0.56,0.52,0.2836,168
2,0,5,3,1,1,3,0.54,0.94,0.1642,4
4,0,11,9,2,1,3,0.56,0.73,0.4179,202
2,1,4,12,3,1,2,0.6,0.46,0.4179,283
4,0,10,1,2,1,2,0.46,0.88,0.0,11
2,0,3,17,2,1,1,0.5,0.42,0.1045,307
3,1,9,2,4,1,1,0.72,0.79,0.0,8
1,0,2,21,1,1,2,0.38,0.87,0.3881,80
1,1,1,15,5,1,1,0.52,0.27,0.2537,222
